TransactionID,Date,Time,CustomerID,AccountType,TransactionType,Amount,Merchant,Country,Counterparty,Channel
T00681,2025-01-13,13:07:48,C6083,Checking,Crypto Purchase,16271.68,Coles,United Kingdom,Company_3721,Mobile App
T00830,2025-01-25,21:37:20,C4449,Business,Crypto Purchase,6226.12,Apple Store,United States,Entity_6991,Mobile App
T00950,2025-09-06,16:19:05,C4357,Investment,Cash Deposit,7732.85,ALDI,Singapore,Company_8674,Third Party
T00254,2025-05-12,11:40:08,C7908,Checking,Online Payment,18390.02,PayPal,China,Company_5119,ATM
T00863,2025-09-26,08:51:14,C5458,Savings,Crypto Purchase,23383.29,NAB,United Kingdom,Person_4391,Third Party
T00581,2025-04-22,02:51:08,C3934,Business,ATM Withdrawal,5588.21,Target,Singapore,Entity_8716,Third Party
T00877,2025-07-25,11:42:59,C9458,Savings,Crypto Purchase,4593.84,Caltex,China,Person_6092,Mobile App
T00279,2025-09-05,10:46:45,C2300,Business,ATM Withdrawal,2325.59,Myer,China,Person_7402,ATM
T00985,2025-08-22,23:29:55,C9361,Savings,Online Payment,11244.91,Kmart,Singapore,Person_7195,Third Party
T00248,2025-05-03,10:41:16,C4394,Business,Wire Transfer,8008.44,Woolworths,China,Person_4804,Online
T00181,2025-10-09,07:02:29,C9346,Checking,Online Payment,15307.27,Domain,China,Entity_6882,Mobile App
T00471,2025-07-29,21:55:21,C7034,Checking,Wire Transfer,15172.24,eBay,China,Entity_3999,Mobile App
T00433,2025-10-14,16:01:51,C8257,Investment,Crypto Purchase,3233.13,ANZ,Hong Kong,Entity_2775,Third Party
T00953,2025-08-29,08:44:17,C3157,Checking,Wire Transfer,4749.31,Harvey Norman,Hong Kong,Entity_8612,ATM
T00290,2025-01-26,17:33:46,C6290,Investment,Online Payment,9375.38,Shell Intl Payments,UAE,Entity_2718,Branch
T00835,2025-02-23,08:03:49,C5403,Savings,Cash Deposit,7793.53,eBay,United Kingdom,Entity_5742,Online
T00004,2025-01-20,07:38:05,C4752,Investment,Wire Transfer,11173.53,NAB,Singapore,Person_1177,Mobile App
T00958,2025-06-30,16:37:42,C4141,Investment,Online Payment,23618.12,NAB,United Kingdom,Company_6648,Mobile App
T00536,2025-07-27,05:36:33,C4607,Investment,Wire Transfer,4179.74,Uber,Singapore,Entity_6721,Third Party
T00164,2025-09-27,06:23:57,C1482,Business,Crypto Purchase,10733.19,ZipPay,Hong Kong,Company_4136,Online
T00189,2025-05-23,01:49:59,C3723,Business,Wire Transfer,8237.41,Caltex,Australia,Person_5332,ATM
T00959,2025-06-30,00:30:25,C1056,Checking,Crypto Purchase,487.02,David Jones,China,Person_1847,ATM
T00040,2025-05-26,12:37:39,C6206,Savings,Online Payment,8166.99,Woolworths,China,Person_9018,Mobile App
T00283,2025-04-20,15:24:30,C3956,Savings,Cash Deposit,8805.33,Harvey Norman,Singapore,Person_7564,Third Party
T00280,2025-10-01,21:20:03,C4350,Checking,Crypto Purchase,24357.49,Afterpay,Singapore,Entity_4703,Online
T00367,2025-03-31,00:11:47,C4926,Investment,Online Payment,10116.9,Harvey Norman,UAE,Person_2448,Third Party
T00707,2025-04-10,09:44:55,C6141,Business,ATM Withdrawal,21327.9,Officeworks,China,Entity_1502,Mobile App
T00897,2025-07-15,02:48:21,C9304,Savings,Online Payment,19834.25,Westpac,United Kingdom,Company_7407,Branch
T00421,2025-06-28,01:03:33,C1958,Checking,Online Payment,6099.64,ANZ,China,Person_2643,Online
T00271,2025-06-16,23:23:14,C1906,Savings,ATM Withdrawal,8904.88,Bunnings,China,Person_1408,Branch
T00890,2025-07-06,04:23:20,C5986,Checking,ATM Withdrawal,8681.08,Telstra,Australia,Person_6575,Online
T00836,2025-08-31,06:11:03,C5432,Business,Cash Deposit,3782.04,NAB,United Kingdom,Company_7110,Branch
T00475,2025-03-04,17:12:15,C6595,Savings,Cash Deposit,23326.8,Google Play,China,Company_1785,Mobile App
T00505,2025-02-18,10:25:36,C7748,Business,ATM Withdrawal,886.63,Optus,Hong Kong,Person_8709,Online
T00494,2025-08-08,16:06:02,C2014,Investment,Wire Transfer,13611.64,Woolworths,Australia,Company_7540,Branch
T00924,2025-02-24,23:43:58,C5950,Savings,Cash Deposit,6255.42,Uber,United States,Person_1936,ATM
T00558,2025-01-29,01:16:30,C8262,Checking,Wire Transfer,3759.14,Apple Store,Hong Kong,Entity_2263,ATM
T00615,2025-06-03,14:15:19,C2839,Business,ATM Withdrawal,10571.51,eBay,Singapore,Entity_3226,Branch
T00112,2025-03-22,18:51:36,C2887,Checking,Crypto Purchase,17410.53,Coles Express,Australia,Person_5999,Branch
T00147,2025-09-07,16:38:37,C9363,Checking,Wire Transfer,7736.12,Target,United States,Company_5089,Branch
T00368,2025-06-28,01:06:36,C7154,Savings,Crypto Purchase,84200.39,Qantass Travel,Russia,Entity_3473,Mobile App
T00553,2025-08-26,03:08:42,C2343,Business,ATM Withdrawal,9315.21,FastFunds Remit,UAE,Person_8348,ATM
T00904,2025-09-19,12:41:03,C5592,Savings,ATM Withdrawal,22730.36,Coles,Australia,Person_9084,Third Party
T00221,2025-08-11,11:13:06,C8805,Savings,ATM Withdrawal,2399.22,Harvey Norman,United Kingdom,Company_2110,Online
T00109,2025-09-02,22:07:18,C2903,Savings,Cash Deposit,13417.58,Coles Express,UAE,Person_7463,Mobile App
T00628,2025-02-06,01:57:45,C9773,Investment,Cash Deposit,16642.67,NAB,Australia,Entity_4587,Mobile App
T00754,2025-03-23,18:39:41,C4023,Savings,Cash Deposit,20625.79,IAG Insurance,United Kingdom,Company_4577,ATM
T00399,2025-04-03,01:28:01,C6957,Investment,Wire Transfer,13740.45,Apple Store,China,Person_2476,Branch
T00084,2025-09-20,19:58:49,C5924,Savings,Cash Deposit,10706.34,BP Australia,United Kingdom,Company_9697,Online
T00874,2025-08-08,06:27:56,C5482,Business,ATM Withdrawal,12008.01,PayPal,United Kingdom,Company_4183,ATM
T00791,2025-05-12,07:56:41,C7554,Savings,ATM Withdrawal,24754.2,Seek,United Kingdom,Company_5091,Online
T00132,2025-01-12,00:27:17,C4501,Business,Online Payment,21415.29,Microsoft Store,Hong Kong,Person_2786,ATM
T00462,2025-07-01,18:58:17,C8261,Business,Crypto Purchase,23303.76,Aldi Australia,Hong Kong,Company_6454,Mobile App
T00405,2025-08-18,14:19:13,C2666,Investment,Wire Transfer,17210.23,Telstra,Hong Kong,Person_3595,ATM
T00645,2025-01-25,09:40:44,C6524,Investment,Crypto Purchase,21046.17,Apple Store,United Kingdom,Entity_2960,Online
T00552,2025-05-06,16:10:44,C7737,Business,Wire Transfer,10502.19,Aldi Australia,Australia,Company_5013,Mobile App
T00154,2025-09-24,08:23:59,C5395,Checking,Crypto Purchase,12590.8,IKEA,UAE,Company_7223,Mobile App
T00327,2025-09-09,03:54:24,C4670,Business,ATM Withdrawal,9849.09,ShadySales Pty,Hong Kong,Entity_3082,Third Party
T00303,2025-05-14,19:03:52,C5550,Savings,Wire Transfer,1454.77,Kmart,United States,Person_4002,Mobile App
T00199,2025-01-27,19:45:37,C3806,Business,Crypto Purchase,4899.78,IAG Insurance,Australia,Entity_2108,Branch
T00700,2025-09-13,06:46:10,C1843,Savings,Online Payment,15706.26,Uber,China,Person_2223,Branch
